year_film,year_ceremony,ceremony,category,name,film,winner
1958,1959,31,FILM EDITING,William Hornbeck,I Want to Live!,0
1958,1959,31,FOREIGN LANGUAGE FILM,West Germany,Arms and the Man,0
1958,1959,31,FOREIGN LANGUAGE FILM,Spain,La Venganza,0
1958,1959,31,FOREIGN LANGUAGE FILM,France,My Uncle,1
1958,1959,31,FOREIGN LANGUAGE FILM,Yugoslavia,The Road a Year Long,0
1958,1959,31,FOREIGN LANGUAGE FILM,Italy,The Usual Unidentified Thieves,0
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),Jerome Moross,The Big Country,0
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,The Old Man and the Sea,1
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),David Raksin,Separate Tables,0
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),Oliver Wallace,White Wilderness,0
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,The Young Lions,0
1958,1959,31,MUSIC (Scoring of a Musical Picture),"Yuri Faier, G. Rozhdestvensky",The Bolshoi Ballet,0
1958,1959,31,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Damn Yankees,0
1958,1959,31,MUSIC (Scoring of a Musical Picture),Andre Previn,Gigi,1
1958,1959,31,MUSIC (Scoring of a Musical Picture),Lionel Newman,Mardi Gras,0
1958,1959,31,MUSIC (Scoring of a Musical Picture),"Alfred Newman, Ken Darby",South Pacific,0
1958,1959,31,MUSIC (Song),Music and Lyrics by Jay Livingston and Ray Evans,Houseboat,0
1958,1959,31,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,A Certain Smile,0
1958,1959,31,MUSIC (Song),Music by Frederick Loewe; Lyrics by Alan Jay Lerner,Gigi,1
1958,1959,31,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,Some Came Running,0
1958,1959,31,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Marjorie Morningstar,0
1958,1959,31,BEST MOTION PICTURE,Warner Bros.,Auntie Mame,0
1958,1959,31,BEST MOTION PICTURE,"Lawrence Weingarten, Producer",Cat on a Hot Tin Roof,0
1958,1959,31,BEST MOTION PICTURE,"Stanley Kramer, Producer",The Defiant Ones,0
1958,1959,31,BEST MOTION PICTURE,"Arthur Freed, Producer",Gigi,1
1958,1959,31,BEST MOTION PICTURE,"Harold Hecht, Producer",Separate Tables,0
1958,1959,31,SHORT SUBJECT (Cartoon),"John W. Burton, Producer",Knighty Knight Bugs,1
1958,1959,31,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Paul Bunyan,0
1958,1959,31,SHORT SUBJECT (Cartoon),"William M. Weiss, Producer",Sidney's Family Tree,0
1958,1959,31,SHORT SUBJECT (Live Action),"Walt Disney, Producer",Grand Canyon,1
1958,1959,31,SHORT SUBJECT (Live Action),"Ian Ferguson, Producer",Journey into Spring,0
1958,1959,31,SHORT SUBJECT (Live Action),"John Patrick Hayes, Producer",The Kiss,0
1958,1959,31,SHORT SUBJECT (Live Action),New Zealand Screen Board,Snows of Aorangi,0
1958,1959,31,SHORT SUBJECT (Live Action),"James A. Lebenthal, Producer",T Is for Tumbleweed,0
1958,1959,31,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",I Want to Live!,0
1958,1959,31,SOUND,"Todd-AO Sound Department, Fred Hynes, Sound Director",South Pacific,1
1958,1959,31,SOUND,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",A Time to Love and a Time to Die,0
1958,1959,31,SOUND,"Paramount Studio Sound Department, George Dutton, Sound Director",Vertigo,0
1958,1959,31,SOUND,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",The Young Lions,0
1958,1959,31,SPECIAL EFFECTS,Visual Effects by Tom Howard,tom thumb,1
1958,1959,31,SPECIAL EFFECTS,Visual Effects by A. Arnold Gillespie; Audible Effects by Harold Humbrock,Torpedo Run,0
1958,1959,31,WRITING (Screenplay--based on material from another medium),"Richard Brooks, James Poe",Cat on a Hot Tin Roof,0
1958,1959,31,WRITING (Screenplay--based on material from another medium),Alan Jay Lerner,Gigi,1
1958,1959,31,WRITING (Screenplay--based on material from another medium),Alec Guinness,The Horse's Mouth,0
1958,1959,31,WRITING (Screenplay--based on material from another medium),"Nelson Gidding, Don Mankiewicz",I Want to Live!,0
1958,1959,31,WRITING (Screenplay--based on material from another medium),"Terence Rattigan, John Gay",Separate Tables,0
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),"Nedrick Young, Harold Jacob Smith",The Defiant Ones,1
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),Paddy Chayefsky,The Goddess,0
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),"Melville Shavelson, Jack Rose",Houseboat,0
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),"Story by James Edward Grant;  Screenplay by William Bowers, James Edward Grant",The Sheepman,0
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),"Fay Kanin, Michael Kanin",Teacher's Pet,0
1958,1959,31,HONORARY AWARD, Maurice Chevalier for his contributions to the world of entertainment for more than half a century.,,1
1958,1959,31,IRVING G. THALBERG MEMORIAL AWARD,Jack L. Warner,,1
1959,1960,32,ACTOR,Laurence Harvey,Room at the Top,0
1959,1960,32,ACTOR,Charlton Heston,Ben-Hur,1
1959,1960,32,ACTOR,Jack Lemmon,Some Like It Hot,0
1959,1960,32,ACTOR,Paul Muni,The Last Angry Man,0
1959,1960,32,ACTOR,James Stewart,Anatomy of a Murder,0
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,1
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Anatomy of a Murder,0
1959,1960,32,ACTOR IN A SUPPORTING ROLE,George C. Scott,Anatomy of a Murder,0
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Robert Vaughn,The Young Philadelphians,0
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Ed Wynn,The Diary of Anne Frank,0
1959,1960,32,ACTRESS,Doris Day,Pillow Talk,0
1959,1960,32,ACTRESS,Audrey Hepburn,The Nun's Story,0
1959,1960,32,ACTRESS,Katharine Hepburn,"Suddenly, Last Summer",0
1959,1960,32,ACTRESS,Simone Signoret,Room at the Top,1
1959,1960,32,ACTRESS,Elizabeth Taylor,"Suddenly, Last Summer",0
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Hermione Baddeley,Room at the Top,0
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Susan Kohner,Imitation of Life,0
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Juanita Moore,Imitation of Life,0
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Pillow Talk,0
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,The Diary of Anne Frank,1
1959,1960,32,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Arthur Krams",Career,0
1959,1960,32,ART DIRECTION (Black-and-White),"Art Direction:  Lyle R. Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",The Diary of Anne Frank,1
1959,1960,32,ART DIRECTION (Black-and-White),Art Direction:  Carl Anderson;  Set Decoration:  William Kiernan,The Last Angry Man,0
1959,1960,32,ART DIRECTION (Black-and-White),Art Direction:  Ted Haworth;  Set Decoration:  Edward G. Boyle,Some Like It Hot,0
1959,1960,32,ART DIRECTION (Black-and-White),"Art Direction:  Oliver Messel, William Kellner;  Set Decoration:  Scot Slimon","Suddenly, Last Summer",0
1959,1960,32,ART DIRECTION (Color),"Art Direction:  William A. Horning, Edward Carfagno;  Set Decoration:  Hugh Hunt",Ben-Hur,1
1959,1960,32,ART DIRECTION (Color),Art Direction:  John DeCuir;  Set Decoration:  Julia Heron,The Big Fisherman,0
1959,1960,32,ART DIRECTION (Color),"Art Direction:  Lyle R. Wheeler, Franz Bachelin, Herman A. Blumenthal;  Set Decoration:  Walter M. Scott, Joseph Kish",Journey to the Center of the Earth,0
1959,1960,32,ART DIRECTION (Color),"Art Direction:  William A. Horning, Robert Boyle, Merrill Pye;  Set Decoration:  Henry Grace, Frank McKelvy",North by Northwest,0
1959,1960,32,ART DIRECTION (Color),"Art Direction:  Richard H. Riedel;  Set Decoration:  Russell A. Gausman, Ruby R. Levitt",Pillow Talk,0
1959,1960,32,CINEMATOGRAPHY (Black-and-White),Sam Leavitt,Anatomy of a Murder,0
1959,1960,32,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Career,0
1959,1960,32,CINEMATOGRAPHY (Black-and-White),William C. Mellor,The Diary of Anne Frank,1
1959,1960,32,CINEMATOGRAPHY (Black-and-White),"Charles Lang, Jr.",Some Like It Hot,0
1959,1960,32,CINEMATOGRAPHY (Black-and-White),"Harry Stradling, Sr.",The Young Philadelphians,0
1959,1960,32,CINEMATOGRAPHY (Color),Robert L. Surtees,Ben-Hur,1
1959,1960,32,CINEMATOGRAPHY (Color),Lee Garmes,The Big Fisherman,0
1959,1960,32,CINEMATOGRAPHY (Color),Daniel L. Fapp,The Five Pennies,0
1959,1960,32,CINEMATOGRAPHY (Color),Franz Planer,The Nun's Story,0
1959,1960,32,CINEMATOGRAPHY (Color),Leon Shamroy,Porgy and Bess,0
1959,1960,32,COSTUME DESIGN (Black-and-White),Edith Head,Career,0
1959,1960,32,COSTUME DESIGN (Black-and-White),"Charles LeMaire, Mary Wills",The Diary of Anne Frank,0
1959,1960,32,COSTUME DESIGN (Black-and-White),Helen Rose,The Gazebo,0
1959,1960,32,COSTUME DESIGN (Black-and-White),Orry-Kelly,Some Like It Hot,1
1959,1960,32,COSTUME DESIGN (Black-and-White),Howard Shoup,The Young Philadelphians,0
1959,1960,32,COSTUME DESIGN (Color),Elizabeth Haffenden,Ben-Hur,1
1959,1960,32,COSTUME DESIGN (Color),Adele Palmer,The Best of Everything,0
1959,1960,32,COSTUME DESIGN (Color),Renie,The Big Fisherman,0
1959,1960,32,COSTUME DESIGN (Color),Edith Head,The Five Pennies,0
1959,1960,32,COSTUME DESIGN (Color),Irene Sharaff,Porgy and Bess,0
1959,1960,32,DIRECTING,William Wyler,Ben-Hur,1
1959,1960,32,DIRECTING,George Stevens,The Diary of Anne Frank,0
1959,1960,32,DIRECTING,Fred Zinnemann,The Nun's Story,0
1959,1960,32,DIRECTING,Jack Clayton,Room at the Top,0
1959,1960,32,DIRECTING,Billy Wilder,Some Like It Hot,0
1959,1960,32,DOCUMENTARY (Feature),"David L. Wolper, Producer",The Race for Space,0
1959,1960,32,DOCUMENTARY (Feature),"Bernhard Grzimek, Producer",Serengeti Shall Not Die,1
1959,1960,32,DOCUMENTARY (Short Subject),"Walt Disney, Producer",Donald in Mathmagic Land,0
1959,1960,32,DOCUMENTARY (Short Subject),"Edward F. Cullen, Producer",From Generation to Generation,0
1959,1960,32,DOCUMENTARY (Short Subject),"Bert Haanstra, Producer",Glass,1
1959,1960,32,FILM EDITING,Louis R. Loeffler,Anatomy of a Murder,0
1959,1960,32,FILM EDITING,"Ralph E. Winters, John D. Dunning",Ben-Hur,1
1959,1960,32,FILM EDITING,George Tomasini,North by Northwest,0
1959,1960,32,FILM EDITING,Walter Thompson,The Nun's Story,0
1959,1960,32,FILM EDITING,Frederic Knudtson,On the Beach,0
1959,1960,32,FOREIGN LANGUAGE FILM,France,Black Orpheus,1
1959,1960,32,FOREIGN LANGUAGE FILM,West Germany,The Bridge,0
1959,1960,32,FOREIGN LANGUAGE FILM,Italy,The Great War,0
1959,1960,32,FOREIGN LANGUAGE FILM,Denmark,Paw,0
1959,1960,32,FOREIGN LANGUAGE FILM,The Netherlands,The Village on the River,0
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Ben-Hur,1
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,The Diary of Anne Frank,0
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,The Nun's Story,0
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Ernest Gold,On the Beach,0
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Frank DeVol,Pillow Talk,0
1959,1960,32,MUSIC (Scoring of a Musical Picture),Leith Stevens,The Five Pennies,0
1959,1960,32,MUSIC (Scoring of a Musical Picture),"Nelson Riddle, Joseph J. Lilley",Li'l Abner,0
1959,1960,32,MUSIC (Scoring of a Musical Picture),"Andre Previn, Ken Darby",Porgy and Bess,1
1959,1960,32,MUSIC (Scoring of a Musical Picture),Lionel Newman,Say One for Me,0
1959,1960,32,MUSIC (Scoring of a Musical Picture),George Bruns,Sleeping Beauty,0
1959,1960,32,MUSIC (Song),Music by Alfred Newman; Lyrics by Sammy Cahn,The Best of Everything,0
1959,1960,32,MUSIC (Song),Music and Lyrics by Sylvia Fine,The Five Pennies,0
1959,1960,32,MUSIC (Song),Music by Jerry Livingston; Lyrics by Mack David,The Hanging Tree,0
1959,1960,32,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,A Hole in the Head,1
1959,1960,32,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Ned Washington,The Young Land,0
1959,1960,32,BEST MOTION PICTURE,"Otto Preminger, Producer",Anatomy of a Murder,0
1959,1960,32,BEST MOTION PICTURE,"Sam Zimbalist, Producer",Ben-Hur,1
1959,1960,32,BEST MOTION PICTURE,"George Stevens, Producer",The Diary of Anne Frank,0
1959,1960,32,BEST MOTION PICTURE,"Henry Blanke, Producer",The Nun's Story,0
1959,1960,32,BEST MOTION PICTURE,"John Woolf and James Woolf, Producers",Room at the Top,0
1959,1960,32,SHORT SUBJECT (Cartoon),"John W. Burton, Producer",Mexicali Shmoes,0
1959,1960,32,SHORT SUBJECT (Cartoon),"John Hubley, Producer",Moonbird,1
1959,1960,32,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Noah's Ark,0
1959,1960,32,SHORT SUBJECT (Cartoon),"Ernest Pintoff, Producer",The Violinist,0
1959,1960,32,SHORT SUBJECT (Live Action),"Ian Ferguson, Producer",Between the Tides,0
1959,1960,32,SHORT SUBJECT (Live Action),"Jacques-Yves Cousteau, Producer",The Golden Fish,1
1959,1960,32,SHORT SUBJECT (Live Action),"Walt Disney, Producer",Mysteries of the Deep,0
1959,1960,32,SHORT SUBJECT (Live Action),"Peter Sellers, Producer","The Running, Jumping and Standing-Still Film",0
1959,1960,32,SHORT SUBJECT (Live Action),"Shirley Clarke, Willard Van Dyke and Irving Jacoby, Producers",Skyscraper,0
1959,1960,32,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Ben-Hur,1
1959,1960,32,SOUND,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",Journey to the Center of the Earth,0
1959,1960,32,SOUND,"Metro-Goldwyn-Mayer London Studio Sound Department, A. W. Watkins, Sound Director",Libel!,0
1959,1960,32,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",The Nun's Story,0
1959,1960,32,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",Porgy and Bess,0
1959,1960,32,SPECIAL EFFECTS,"Visual Effects by A. Arnold Gillespie, Robert MacDonald; Audible Effects by Milo Lory",Ben-Hur,1
1959,1960,32,SPECIAL EFFECTS,"Visual Effects by L. B. Abbott, James B. Gordon; Audible Effects by Carl Faulkner",Journey to the Center of the Earth,0
1959,1960,32,WRITING (Screenplay--based on material from another medium),Wendell Mayes,Anatomy of a Murder,0
1959,1960,32,WRITING (Screenplay--based on material from another medium),Karl Tunberg,Ben-Hur,0
1959,1960,32,WRITING (Screenplay--based on material from another medium),Robert Anderson,The Nun's Story,0
1959,1960,32,WRITING (Screenplay--based on material from another medium),Neil Paterson,Room at the Top,1
1959,1960,32,WRITING (Screenplay--based on material from another medium),"Billy Wilder, I. A. L. Diamond",Some Like It Hot,0
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),"Francois Truffaut, Marcel Moussy",The 400 Blows,0
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),Ernest Lehman,North by Northwest,0
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),"Story by Paul King, Joseph Stone;  Screenplay by Stanley Shapiro, Maurice Richlin",Operation Petticoat,0
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),"Story by Russell Rouse, Clarence Greene;  Screenplay by Stanley Shapiro, Maurice Richlin",Pillow Talk,1
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),Ingmar Bergman,Wild Strawberries,0
1959,1960,32,JEAN HERSHOLT HUMANITARIAN AWARD,Bob Hope,,1
1959,1960,32,HONORARY AWARD, Lee De Forest for his pioneering inventions which brought sound to the motion picture.,,1
1959,1960,32,HONORARY AWARD, Buster Keaton for his unique talents which brought immortal comedies to the screen.,,1
1960,1961,33,ACTOR,Trevor Howard,Sons and Lovers,0
1960,1961,33,ACTOR,Burt Lancaster,Elmer Gantry,1
1960,1961,33,ACTOR,Jack Lemmon,The Apartment,0
1960,1961,33,ACTOR,Laurence Olivier,The Entertainer,0
1960,1961,33,ACTOR,Spencer Tracy,Inherit the Wind,0
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Falk,"Murder, Inc.",0
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Jack Kruschen,The Apartment,0
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Exodus,0
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,1
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Chill Wills,The Alamo,0
1960,1961,33,ACTRESS,Greer Garson,Sunrise at Campobello,0
1960,1961,33,ACTRESS,Deborah Kerr,The Sundowners,0
1960,1961,33,ACTRESS,Shirley MacLaine,The Apartment,0
1960,1961,33,ACTRESS,Melina Mercouri,Never on Sunday,0
1960,1961,33,ACTRESS,Elizabeth Taylor,Butterfield 8,1
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Glynis Johns,The Sundowners,0
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Shirley Jones,Elmer Gantry,1
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Shirley Knight,The Dark at the Top of the Stairs,0
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Janet Leigh,Psycho,0
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Mary Ure,Sons and Lovers,0
1960,1961,33,ART DIRECTION (Black-and-White),Art Direction:  Alexander Trauner;  Set Decoration:  Edward G. Boyle,The Apartment,1
1960,1961,33,ART DIRECTION (Black-and-White),"Art Direction:  Joseph McMillan Johnson, Kenneth A. Reid;  Set Decoration:  Ross Dowd",The Facts of Life,0
1960,1961,33,ART DIRECTION (Black-and-White),"Art Direction:  Joseph Hurley, Robert Clatworthy;  Set Decoration:  George Milo",Psycho,0
1960,1961,33,ART DIRECTION (Black-and-White),Art Direction:  Tom Morahan;  Set Decoration:  Lionel Couch,Sons and Lovers,0
1960,1961,33,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Arthur Krams",Visit to a Small Planet,0
1960,1961,33,ART DIRECTION (Color),"Art Direction:  George W. Davis, Addison Hehr;  Set Decoration:  Henry Grace, Hugh Hunt, Otto Siegel",Cimarron,0
1960,1961,33,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Arrigo Breschi",It Started in Naples,0
1960,1961,33,ART DIRECTION (Color),Art Direction:  Ted Haworth;  Set Decoration:  William Kiernan,Pepe,0
1960,1961,33,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, Eric Orbom;  Set Decoration:  Russell A. Gausman, Julia Heron",Spartacus,1
1960,1961,33,ART DIRECTION (Color),Art Direction:  Edward Carrere;  Set Decoration:  George James Hopkins,Sunrise at Campobello,0
1960,1961,33,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,The Apartment,0
1960,1961,33,CINEMATOGRAPHY (Black-and-White),"Charles B. Lang, Jr.",The Facts of Life,0
1960,1961,33,CINEMATOGRAPHY (Black-and-White),Ernest Laszlo,Inherit the Wind,0
1960,1961,33,CINEMATOGRAPHY (Black-and-White),John L. Russell,Psycho,0
1960,1961,33,CINEMATOGRAPHY (Black-and-White),Freddie Francis,Sons and Lovers,1
1960,1961,33,CINEMATOGRAPHY (Color),William H. Clothier,The Alamo,0
1960,1961,33,CINEMATOGRAPHY (Color),"Joseph Ruttenberg, Charles Harten",Butterfield 8,0
1960,1961,33,CINEMATOGRAPHY (Color),Sam Leavitt,Exodus,0
1960,1961,33,CINEMATOGRAPHY (Color),Joe MacDonald,Pepe,0
1960,1961,33,CINEMATOGRAPHY (Color),Russell Metty,Spartacus,1
1960,1961,33,COSTUME DESIGN (Black-and-White),"Edith Head, Edward Stevenson",The Facts of Life,1
1960,1961,33,COSTUME DESIGN (Black-and-White),Deni Vachlioti,Never on Sunday,0
1960,1961,33,COSTUME DESIGN (Black-and-White),Howard Shoup,The Rise and Fall of Legs Diamond,0
1960,1961,33,COSTUME DESIGN (Black-and-White),Bill Thomas,Seven Thieves,0
1960,1961,33,COSTUME DESIGN (Black-and-White),Marik Vos,The Virgin Spring,0
1960,1961,33,COSTUME DESIGN (Color),Irene Sharaff,Can-Can,0
1960,1961,33,COSTUME DESIGN (Color),Irene,Midnight Lace,0
1960,1961,33,COSTUME DESIGN (Color),Edith Head,Pepe,0
1960,1961,33,COSTUME DESIGN (Color),"Valles, Bill Thomas",Spartacus,1
1960,1961,33,COSTUME DESIGN (Color),Marjorie Best,Sunrise at Campobello,0
1960,1961,33,DIRECTING,Billy Wilder,The Apartment,1
1960,1961,33,DIRECTING,Jules Dassin,Never on Sunday,0
1960,1961,33,DIRECTING,Alfred Hitchcock,Psycho,0
1960,1961,33,DIRECTING,Jack Cardiff,Sons and Lovers,0
1960,1961,33,DIRECTING,Fred Zinnemann,The Sundowners,0
1960,1961,33,DOCUMENTARY (Feature),"Larry Lansburgh, Producer",The Horse with the Flying Tail,1
1960,1961,33,DOCUMENTARY (Feature),"Robert D. Fraser, Producer",Rebel in Paradise,0
1960,1961,33,DOCUMENTARY (Short Subject),United States Information Agency,Beyond Silence,0
1960,1961,33,DOCUMENTARY (Short Subject),"Statens Filmcentral, The Danish Government Film Office",A City Called Copenhagen,0
1960,1961,33,DOCUMENTARY (Short Subject),"Charles Carey and Altina Carey, Producers",George Grosz' Interregnum,0
1960,1961,33,DOCUMENTARY (Short Subject),"James Hill, Producer",Giuseppina,1
1960,1961,33,DOCUMENTARY (Short Subject),"Colin Low, Producer",Universe,0
